πολύπλαγκτος,1
πολύκοινος,1
πολύκερως,1
ἀηδών,1
πολιός,1
βαθύς,1
Θες1τόρειος,1
πόρπαξ,1
βαρύψυχος,1
ποίνιμος,1
ποίμνιον,1
βαρυάλγητος,1
βας1ίλεια,1
πότε,1
ς1ῖγα,1
Κνώς1ιος,1
ς1ιδηροκμής,1
ἀναπνοή,1
ὑπέρφρων,1
ὑπέρδικος,1
ἀναρίθμητος,1
ὑπας1πίδιος,1
ὑπαίς1ς1ω,1
ὑμνέω,1
ὑλήεις,1
ὑγρός,1
ὑφίς1τημι,1
ἀναρπάζω,1
ἀναρρήγνυμι,1
ὕς1τερον,1
ὕς1τατος,1
ὕπνος,1
ὕπαυλος,1
ὑπέρκοπος,1
ὑπεῖπον,1
ἀνας1πάω,1
ὑπεικτέον,1
ὑψίκομπος,1
ὑψίβατος,1
ὑψηλός,1
ὑποζεύγνυμι,1
ὑπουργέω,1
ὑποτείνω,1
ἀναπέτομαι,1
ὑπος1πανίζομαι,1
ὑποδείδω,1
ὑποβάλλω,1
ὑπόβλητος,1
ἀναπνέω,1
ὑπερπονέω,1
ὑπερμαχέω,1
ὑπερβριθής,1
ὕπαρχος,1
τώς,1
ἀναλίς1κω,1
ἀνέχω,1
ἀκμή,1
τρανής,1
Ἐνυάλιος,1
ἀνήριθμος,1
τομός,1
τομάω,1
τολμάω,1
Ἐρεχθεῖδαι,1
Ἐριβοία,1
ἀνίημι,1
ἀνίς1τημι,1
τοίνυν,1
τοξότης,1
ἀνιάζω,1
τόθι,1
ἀνήκες1τος,1
τρεῖς,1
τυρς1ηνός,1
τρίπους,1
τυραννικός,1
τυμβεύω,1
ἀνας1τενάζω,1
ἀνατίθημι,1
τύραννος,1
τύπτω,1
τρύχω,1
τροπή,1
τροία,1
τροφός,1
ἀναύδητος,1
ἀναχέω,1
ἀνέρομαι,1
τρίτος,1
τρίς,1
ὥρα,1
Ἀτρεύς,1
ἀνοίγνυμι,1
ψίθυρος,1
ψηφίζω,1
ἀλάομαι,1
ψέγω,1
ψάμαθος,1
ἀμφίδρομος,1
ἀμφίπυρος,1
χῶρος,1
χρώς,1
χρυς1όνωτος,1
Ἥλιος,1
ἀμφίρυτος,1
χρης1τήριον,1
χρῆμα,1
χρῄζω,1
χρής1ιμος,1
ψηφοποιός,1
ψιλός,1
χρεών,1
ψόφος,1
ἀλγίων,1
ἀλήτης,1
ἀλάς1τωρ,1
̓ἀπόλλων,1
ζως1τήρ,1
ἀμέριμνος,1
ζητητέος,1
ἀμείβω,1
ζηλόω,1
ζῆλος,1
ἀμείνων,1
ζαμενής,1
ἀμενηνός,1
ζάλη,1
ἀμφήκης,1
Ἑλληνίς,1
ἀμφίς1τημι,1
Ἀθῆναι,1
χαίτη,1
χάς1κω,1
Ὄλυμπος,1
ᾠδή,1
ὠθέω,1
ὠμοκρατής,1
ὠμός,1
ὠμόθυμος,1
ὠμόφρων,1
ὠκύαλος,1
ὠφελής1ιμος,1
ἀναγκαῖος,1
ὠδίνω,1
Ἀγαμέμνων,1
Ἀλκμήνη,1
ἀναιρέω,1
ἀναγκαίη,1
χαλκεύω,1
χραίνω,1
χαλκός1τομος,1
χράω,1
χράομαι,1
ἀνάξιος,1
χοροποιός,1
χορεύω,1
χλωρός,1
χιονόκτυπος,1
χῆρος,1
χερόπληκτος,1
χειροδάικτος,1
χείριος,1
Ἑρμῆς,1
χαρμονή,1
χαρά,1
χαλκοθώραξ,1
ἀνόνητος,1
τλητός,1
ἀρχαῖος,1
ς1ύμμικτος,1
ς1ύμφημι,1
ς1ύγκειμαι,1
Φρύγιος,1
ς1τυγνός,1
ἀποψύχω,1
ς1τυγέω,1
ἀπρίξ,1
ς1τρατόω,1
ἀπωθέω,1
ἀπως1τός,1
ἀθυμέω,1
ς1τρατηγίς,1
ς1τρατηγέω,1
ς1τρατήγιον,1
ς1τρατεύω,1
ἀπος1τερέω,1
ς1ύμπας,1
ἀράομαι,1
ἀπορρίπτω,1
ς1υλλαμβάνω,1
ς1υγκομίζω,1
ς1υγκεράννυμι,1
ς1υγκαταζεύγνυμι,1
ς1υγκατακτείνω,1
ς1υγκαθαρμόζω,1
ς1υγκάμνω,1
ς1υγγνώμη,1
ς1ῦριγξ,1
ἀποπαύω,1
ς1ύνευνος,1
Φοῖβος,1
