ἠπιστέαντο	ἠπίστω		ἐπίσταμαι	0
Ἡρακλήειος	Ἡρακλήϊος		Ἡράκλειος	0
ᾕρευν	ᾕρημαι		αἱρέω	0
ᾖρκα	ἦρμαι		αἴρω	0
ἥρω	ἥρῳ		ἥρως	0
ἡρώϊσσα	ἡρῷσσα		ἡρωΐνη	0
ἦσι	ἠσί		ἠμί	0
ἡσύχιμος	ἁσύχιμος		ἥσυχος	0
ᾔσχυμμαι	ᾐσχύνθην		αἰσχύνω	0
ἧττα	ἡττάω		ἧσσα, ἡσσάω	0
ηὔδησα	ηὔδων		αὐδάω	0
