Word	Count	Rate (per 10000)
ὁ	667527	1261.096
καί	270349	510.745
δέ	183358	346.401
εἰμί	99937	188.802
αὐτός	86226	162.899
οὗτος	77407	146.238
μέν	65887	124.474
ὅς	51133	96.601
οὐ	50392	95.201
τε	48321	91.288
ἐν	47378	89.507
γάρ	46756	88.332
ἐγώ	46498	87.844
εἰς	44362	83.809
τις	38113	72.003
λέγω	37532	70.906
πρός	34807	65.758
ἐπί	33300	62.911
ὡς	32633	61.650
σύ	31700	59.888
ἀλλά	29157	55.084
πολύς	29149	55.068
ΑΒΓ	28682	54.186
πᾶς	27780	52.482
ἤ	27681	52.295
ἔχω	27635	52.208
κατά	27631	52.201
γίγνομαι	27121	51.237
ἄν	26974	50.959
ἐκ	26543	50.145
περί	26278	49.645
μή	25467	48.112
ἄλλος	24198	45.715
εἰ	20265	38.285
ποιέω	20040	37.860
διά	19928	37.648
ὑπό	17418	32.906
ὅτι2	17343	32.764
φημί	17222	32.536
πόλις	16847	31.827
οὖν	16325	30.841
δή	15115	28.555
ἀπό	14642	27.662
παρά	14325	27.063
μετά	13691	25.865
γε	13570	25.637
τίς	13567	25.631
ἑαυτοῦ	13430	25.372
ἀνήρ	13043	24.641
μέγας	12819	24.218
οὐδείς	12657	23.912
ἐκεῖνος	12571	23.749
οὐδέ	12234	23.113
οὕτως	11817	22.325
ὅδε	11702	22.107
λόγος	11665	22.038
θεός	11318	21.382
ἐάν	11181	21.123
ὦ	10701	20.216
δοκέω	9888	18.680
ἐπεί	9867	18.641
νῦν	9723	18.369
τοιοῦτος	9549	18.040
οὔτε	9428	17.811
ὁράω	9334	17.634
δεῖ	9078	17.150
ἄρα	9033	17.065
πρῶτος	8996	16.995
λαμβάνω	8721	16.476
ἔτι	8034	15.178
εἷς	7864	14.857
δίδωμι	7857	14.843
ὅσος	7740	14.622
ἄνθρωπος	7738	14.619
καλός	7713	14.571
βασιλεύς	7653	14.458
μόνος	7227	13.653
παῖς	7126	13.462
οἶδα	7057	13.332
ἕτερος	6988	13.202
κακός	6979	13.185
βούλομαι	6885	13.007
ἅπας	6722	12.699
ὥστε	6632	12.529
οἷος	6551	12.376
ἕκαστος	6548	12.371
ἴσος	6273	11.851
Ἀθηναῖος	6248	11.804
φίλος	6170	11.656
καλέω	5949	11.239
ἔρχομαι	5894	11.135
ἀγαθός	5893	11.133
ἀρχή	5878	11.105
δύναμαι	5839	11.031
μᾶλλον	5808	10.973
πατήρ	5775	10.910
πράσσω	5691	10.751
νόμος	5623	10.623
ἤδη	5500	10.391
ναῦς	5381	10.166
ἀκούω	5325	10.060
δύναμις	5316	10.043
τότε	5305	10.022
πόλεμος	5266	9.949
μάλιστα	5265	9.947
χρόνος	5250	9.918
γυνή	5185	9.796
γῆ	5157	9.743
μηδείς	5134	9.699
ὑπέρ	4996	9.438
δίκαιος	4950	9.352
σφεῖς	4947	9.346
φέρω	4924	9.302
δύο	4905	9.267
ὥσπερ	4860	9.182
ποτε	4858	9.178
ἄγω	4836	9.136
ἔργον	4774	9.019
οἴομαι	4753	8.979
ἄρχω	4731	8.938
ἡμέρα	4618	8.724
χράομαι	4582	8.656
φαίνω	4571	8.636
ἵνα	4546	8.588
πρότερος	4526	8.551
Ζεύς	4508	8.517
πείθω	4329	8.178
πρᾶγμα	4310	8.142
ἅμα	4299	8.122
ἐθέλω	4237	8.005
τυγχάνω	4192	7.920
πῶς	4178	7.893
πάρειμι	4157	7.853
Ῥωμαῖος	4103	7.751
χώρα	4081	7.710
ἀλλήλων	4079	7.706
ὅμοιος	4045	7.642
μέρος	4045	7.642
ἐμός	4036	7.625
ἀποθνῄσκω	3964	7.489
μήν	3940	7.443
πολέμιος	3877	7.324
μέλλω	3875	7.321
τίθημι	3862	7.296
χείρ	3857	7.287
Ἕλλην	3791	7.162
ἀεί	3747	7.079
σῶμα	3735	7.056
ὅλος	3701	6.992
πάλιν	3693	6.977
πλῆθος	3692	6.975
μήτε	3684	6.960
μηδέ	3682	6.956
σύν	3676	6.945
χρῆμα	3665	6.924
ὄνομα	3641	6.879
χρή	3608	6.816
νομίζω	3579	6.761
φύσις	3543	6.693
ὅστις	3541	6.690
ὅταν	3538	6.684
γιγνώσκω	3536	6.680
Λακεδαιμόνιος	3503	6.618
ἡγέομαι	3481	6.576
συμβαίνω	3451	6.520
αἱρέω	3450	6.518
κελεύω	3435	6.489
τρόπος	3430	6.480
ὅπως	3415	6.452
εὐθύς	3354	6.336
πάσχω	3335	6.300
υἱός	3329	6.289
τοσοῦτος	3296	6.227
πέμπω	3285	6.206
γράφω	3280	6.197
ἴδιος	3227	6.096
ὀλίγος	3196	6.038
καθίστημι	3184	6.015
κοινός	3180	6.008
ὀρθός	3164	5.977
ἐναντίος	3153	5.957
λοιπός	3086	5.830
μικρός	3070	5.800
ἀληθής	3047	5.756
παρέχω	3019	5.704
ψυχή	3005	5.677
ὅτε	2989	5.647
εὖ	2953	5.579
φεύγω	2931	5.537
δῆμος	2931	5.537
θάλασσα	2907	5.492
εὑρίσκω	2895	5.469
ἀρετή	2891	5.462
μάχη	2873	5.428
δεινός	2870	5.422
μέσος	2824	5.335
τοίνυν	2822	5.331
ἔπειτα	2753	5.201
ὑπάρχω	2737	5.171
στρατηγός	2721	5.141
γένος	2718	5.135
τόπος	2711	5.122
εἶμι	2673	5.050
ἵππος	2671	5.046
ἄξιος	2666	5.037
ταχύς	2644	4.995
καιρός	2637	4.982
ἱερός	2618	4.946
ἥκω	2600	4.912
μέχρι	2598	4.908
ὕστερος	2589	4.891
ἀφικνέομαι	2576	4.867
σός	2574	4.863
δίκη	2567	4.850
ἵστημι	2563	4.842
ἀνάγκη	2557	4.831
μέντοι	2552	4.821
δέω2	2512	4.746
βίος	2501	4.725
μήτηρ	2497	4.717
ἀδελφός	2497	4.717
ἔτος	2487	4.698
ζήω	2483	4.691
αὖ	2461	4.649
ἀδικέω	2460	4.647
ἀξιόω	2447	4.623
τρεῖς	2437	4.604
τεῖχος	2421	4.574
ποταμός	2394	4.523
ἀπόλλυμι	2346	4.432
μανθάνω	2326	4.394
ἕνεκα	2303	4.351
νέος	2303	4.351
ἀμφότερος	2292	4.330
Σωκράτης	2285	4.317
σύμμαχος	2230	4.213
τέλος	2205	4.166
πρό	2198	4.152
ἀριθμός	2194	4.145
πάνυ	2170	4.100
σκοπέω	2169	4.098
ἑκάτερος	2159	4.079
αἰτία	2155	4.071
κεῖμαι	2127	4.018
πρέσβυς	2119	4.003
κρατέω	2111	3.988
ἱππεύς	2111	3.988
νύξ	2106	3.979
εἶτα	2095	3.958
πρίν	2092	3.952
ὁμολογέω	2051	3.875
γνώμη	2050	3.873
δείκνυμι	2045	3.863
κρίνω	2041	3.856
που	2037	3.848
διό	2011	3.799
ἄριστος	1996	3.771
μένω	1993	3.765
ἐνταῦθα	1993	3.765
δόξα	1980	3.741
ἀποδίδωμι	1979	3.739
νικάω	1976	3.733
οἰκεῖος	1971	3.724
Καῖσαρ	1967	3.716
ἐλάσσων	1965	3.712
πολίτης	1961	3.705
ὁδός	1958	3.699
διαφέρω	1958	3.699
πυνθάνομαι	1957	3.697
σῴζω	1949	3.682
τελευτάω	1940	3.665
ἀναιρέω	1931	3.648
ἱκανός	1927	3.640
Ἀχαιός	1927	3.640
εἰκός	1923	3.633
αὖθις	1916	3.620
εἴτε	1905	3.599
καταλείπω	1890	3.571
οἶκος	1888	3.567
ῥᾴδιος	1878	3.548
θάνατος	1871	3.535
δέχομαι	1860	3.514
Φίλιππος	1857	3.508
βάρβαρος	1855	3.504
δῆλος	1851	3.497
ἐχθρός	1849	3.493
ξένος	1835	3.467
βελτίων	1834	3.465
κίνδυνος	1829	3.455
ἔνθα	1825	3.448
χάρις	1819	3.436
ἔοικα	1819	3.436
ὄρος	1806	3.412
ἐάω	1805	3.410
ὕδωρ	1802	3.404
ὅπλον	1798	3.397
πολιτεία	1797	3.395
πούς	1797	3.395
δεύτερος	1797	3.395
καθά	1785	3.372
δυνατός	1783	3.368
καταλαμβάνω	1775	3.353
ἀφίημι	1768	3.340
παραδίδωμι	1766	3.336
ἀντί	1763	3.331
τιμή	1761	3.327
οὗ2	1758	3.321
φανερός	1745	3.297
θυγάτηρ	1743	3.293
προσήκω	1734	3.276
στρατιώτης	1710	3.231
ἡδύς	1708	3.227
ἀποκτείνω	1705	3.221
χωρίον	1703	3.217
Πέρσης	1694	3.200
βουλεύω	1693	3.198
αἴτιος	1692	3.197
ἀφαιρέω	1691	3.195
ἡδονή	1671	3.157
τρίτος	1663	3.142
τέχνη	1654	3.125
συμφέρω	1648	3.113
στρατός	1646	3.110
βασιλεία	1643	3.104
πειράω	1637	3.093
φυλάσσω	1634	3.087
ζητέω	1628	3.076
ἀτάρ	1622	3.064
πρᾶξις	1609	3.040
οὐσία	1605	3.032
προαγορεύω	1597	3.017
πατρίς	1596	3.015
βουλή	1596	3.015
πλήν	1592	3.008
οἰκέω	1591	3.006
οὐκοῦν	1583	2.991
εἶδος	1580	2.985
διαφθείρω	1573	2.972
δράω	1572	2.970
κεφαλή	1570	2.966
βάλλω	1566	2.958
χαλεπός	1566	2.958
μάλα	1564	2.955
πολεμέω	1557	2.941
στρατιά	1557	2.941
κατέχω	1553	2.934
ποῖος	1553	2.934
δείδω	1549	2.926
τέκνον	1548	2.924
θυμός	1540	2.909
ὅμως	1540	2.909
πῦρ	1540	2.909
οἰκία	1538	2.906
ἥσσων	1523	2.877
στάδιον	1523	2.877
ἔθνος	1515	2.862
ἆρα	1513	2.858
ἐλπίς	1509	2.851
τύχη	1508	2.849
ἀναγκάζω	1506	2.845
δηλόω	1503	2.839
Κῦρος	1500	2.834
πιστεύω	1496	2.826
ἀγών	1493	2.821
μάχομαι	1488	2.811
κύριος	1487	2.809
φύω	1487	2.809
ἀμφί	1482	2.800
κτάομαι	1476	2.788
πίπτω	1469	2.775
χαίρω	1466	2.770
ἀναγκαῖος	1464	2.766
παρασκευάζω	1464	2.766
τοιόσδε	1461	2.760
μέγεθος	1460	2.758
πολλάκις	1459	2.756
νόος	1457	2.753
τοι	1451	2.741
κομίζω	1449	2.737
Ἑλλάς	1449	2.737
παραγίγνομαι	1446	2.732
ὁπόσος	1444	2.728
ὧδε	1438	2.717
Ἀργεῖος	1428	2.698
κτείνω	1427	2.696
ἐπίσταμαι	1426	2.694
ἦ	1419	2.681
ἠμί	1417	2.677
σημεῖον	1417	2.677
κύκλος	1415	2.673
παρακαλέω	1413	2.669
βοηθέω	1413	2.669
Ἰουδαῖος	1411	2.666
λείπω	1411	2.666
εἰρήνη	1409	2.662
τιμάω	1405	2.654
ἡμέτερος	1405	2.654
ὁρμάω	1404	2.652
νῆσος	1393	2.632
τάσσω	1384	2.615
τρέπω	1384	2.615
διδάσκω	1384	2.615
στρατόπεδον	1382	2.611
λανθάνω	1381	2.609
αἰσχρός	1379	2.605
ὀνομάζω	1368	2.584
ἀφίστημι	1365	2.579
ἕως	1364	2.577
παύω	1364	2.577
ναός	1348	2.547
στρατεύω	1343	2.537
δικαστής	1341	2.533
πότερον	1338	2.528
ἔπος	1337	2.526
Καρχηδόνιος	1334	2.520
ἡγεμών	1324	2.501
ἀποκρίνω	1324	2.501
ἕπομαι	1321	2.496
καίτοι	1319	2.492
περ	1315	2.484
μιμνήσκω	1309	2.473
Ἀλέξανδρος	1306	2.467
θαυμάζω	1305	2.465
λύω	1293	2.443
συμφορά	1291	2.439
ἱερόν	1291	2.439
συνίστημι	1286	2.430
πλέω	1284	2.426
προστάσσω	1284	2.426
σοφός	1266	2.392
Ἀθῆναι	1263	2.386
πορεύω	1257	2.375
σαφής	1256	2.373
φοβέω	1248	2.358
ἐργάζομαι	1247	2.356
μιν	1247	2.356
τέσσαρες	1236	2.335
οὐκέτι	1231	2.326
τολμάω	1220	2.305
κωλύω	1219	2.303
ἔξεστι	1214	2.293
ἥλιος	1214	2.293
φόβος	1213	2.292
τρέφω	1212	2.290
παραλαμβάνω	1212	2.290
πάθος	1211	2.288
αὐτίκα	1210	2.286
ὑπολαμβάνω	1210	2.286
μετέχω	1210	2.286
ἄρχων	1209	2.284
ἐπαινέω	1208	2.282
Θηβαῖος	1207	2.280
φρονέω	1203	2.273
πεζός	1199	2.265
πόνος	1197	2.261
διώκω	1192	2.252
δέκα	1192	2.252
ἔξω	1190	2.248
ἄδικος	1188	2.244
ἐκεῖ	1186	2.241
αἰσθάνομαι	1185	2.239
Ἀπόλλων	1182	2.233
θεῖος	1180	2.229
βραχύς	1175	2.220
ἐγγύς	1168	2.207
γωνία	1168	2.207
μακρός	1165	2.201
δοῦλος	1161	2.193
ἄνευ	1154	2.180
ἐπιχειρέω	1152	2.176
ἀποστέλλω	1150	2.173
σωτηρία	1137	2.148
ἐπιστήμη	1134	2.142
εἴκοσι	1133	2.140
ἀδύνατος	1132	2.139
προσαγορεύω	1121	2.118
στράτευμα	1119	2.114
φιλία	1119	2.114
ναί	1117	2.110
αἷμα	1117	2.110
κινέω	1117	2.110
κατασκευάζω	1114	2.105
λίθος	1111	2.099
νόσος	1108	2.093
πίστις	1105	2.088
φράζω	1101	2.080
εἴπερ	1097	2.072
ἐρωτάω	1096	2.071
ὅθεν	1091	2.061
ἀλήθεια	1085	2.050
πέντε	1080	2.040
ὑμέτερος	1080	2.040
σχεδόν	1075	2.031
γοῦν	1072	2.025
πονηρός	1071	2.023
βασιλεύω	1070	2.021
πεδίον	1069	2.020
ἀπαλλάσσω	1068	2.018
διαιρέω	1066	2.014
κρείσσων	1062	2.006
ὅπου	1061	2.004
θύω	1061	2.004
ἀμύνω	1058	1.999
ζῷον	1057	1.997
ἐμβάλλω	1054	1.991
τριάκοντα	1053	1.989
τροφή	1053	1.989
δόμος	1053	1.989
εἰσέρχομαι	1049	1.982
νίκη	1046	1.976
τύραννος	1042	1.969
θεάομαι	1039	1.963
τάξις	1038	1.961
Ἰησοῦς	1036	1.957
ἀπέχω	1035	1.955
τάλαντον	1033	1.952
Ὀδυσσεύς	1031	1.948
φιλέω	1028	1.942
τετράγωνος	1027	1.940
βία	1027	1.940
ἔνιοι	1026	1.938
ἰσχυρός	1026	1.938
ὀργή	1025	1.936
ἐλεύθερος	1020	1.927
ἐμαυτοῦ	1019	1.925
αὐτοκράτωρ	1018	1.923
ἑκατόν	1017	1.921
χωρίς	1016	1.919
μάρτυς	1016	1.919
προστίθημι	1010	1.908
ἐπιδείκνυμι	1009	1.906
κατηγορέω	1009	1.906
οὗ	1008	1.904
ἁλίσκομαι	1007	1.902
ἀγορά	1006	1.901
νεκρός	1004	1.897
παλαιός	1000	1.889
ὁπότε	998	1.885
αἰτέω	995	1.880
ἀποδείκνυμι	994	1.878
Ῥώμη	993	1.876
ἀνά	991	1.872
πρόσθεν	990	1.870
ἄπειμι2	988	1.867
Ἡρακλῆς	987	1.865
ἀπέρχομαι	983	1.857
κινδυνεύω	978	1.848
ἔνειμι	977	1.846
λαός	973	1.838
συνεχής	972	1.836
μῆκος	970	1.833
μαρτυρέω	969	1.831
οὐρανός	963	1.819
διαλέγομαι	963	1.819
ὀξύς2	963	1.819
φρήν	962	1.817
Αἴγυπτος	961	1.816
ἑταῖρος	958	1.810
τίκτω	956	1.806
μεταξύ	955	1.804
ἄγαλμα	953	1.800
πάλαι	953	1.800
σεαυτοῦ	949	1.793
ἀνίστημι	947	1.789
ἐπιθυμέω	945	1.785
Ἀσία	944	1.783
πως	944	1.783
Μακεδών	942	1.780
ἁπλόος	941	1.778
μετρέω	940	1.776
πύλη	939	1.774
ἀγνοέω	936	1.768
φόνος	934	1.765
ἄνω2	932	1.761
ῥητός	930	1.757
συνάγω	930	1.757
ἁμαρτάνω	929	1.755
χίλιοι	928	1.753
βαίνω	927	1.751
φωνή	927	1.751
ἀρχαῖος	926	1.749
τέμνω	924	1.746
Ἀθήνη	923	1.744
segment	923	1.744
ἐκβάλλω	921	1.740
Συρακόσιος	920	1.738
βλέπω	917	1.732
ἅπτω	916	1.731
ἠδέ	915	1.729
ἐπιτίθημι	915	1.729
ὥρα2	914	1.727
ἀργύριον	914	1.727
φάσκω	914	1.727
σημαίνω	908	1.715
διέρχομαι	907	1.714
Σικελία	907	1.714
ἐντός	906	1.712
ἀποφαίνω	905	1.710
θαρσέω	904	1.708
βοῦς	902	1.704
Ἀντώνιος	902	1.704
στόμα	901	1.702
ἐντεῦθεν	899	1.698
ὅρκος	896	1.693
ἐπιτρέπω	896	1.693
ἐπιτήδειος	895	1.691
χωρέω	894	1.689
χρεία	893	1.687
ἀπολείπω	890	1.681
φυλακή	890	1.681
κόσμος	887	1.676
συμβουλεύω	885	1.672
χρύσεος	884	1.670
ἐμπίπτω	884	1.670
γράμμα	883	1.668
αἴρω	882	1.666
ἡλικία	881	1.664
ἑτοῖμος	874	1.651
παρέρχομαι	872	1.647
πνεῦμα	870	1.644
σφόδρα	870	1.644
δόρυ	870	1.644
ἐξέρχομαι	869	1.642
πλησίος	863	1.630
ἐκπέμπω	859	1.623
σύμμετρος	859	1.623
ἀσφαλής	858	1.621
χρήσιμος	856	1.617
ὑπομένω	855	1.615
ἔπειμι2	854	1.613
βάσις	853	1.611
ἐλαύνω	850	1.606
ἐφίστημι	848	1.602
ὄψις	847	1.600
τρίγωνον	846	1.598
ἑκών	846	1.598
ὀστέον	844	1.594
σχῆμα	842	1.591
ἀναλαμβάνω	838	1.583
σπουδή	834	1.576
ποιητής	833	1.574
ἀμείνων	829	1.566
ἄμφω	827	1.562
Αἰγύπτιος	823	1.555
φαῦλος	823	1.555
τριήρης	822	1.553
νή	820	1.549
δεῦρο	817	1.543
ὀφθαλμός	814	1.538
ἀλλότριος	808	1.526
εὔνοια	808	1.526
πίνω	806	1.523
συγχωρέω	806	1.523
δεσπότης	806	1.523
μῦθος	805	1.521
συμμαχία	800	1.511
ἐπιμελέομαι	800	1.511
ἔνδον	800	1.511
περιέχω	796	1.504
ἀναγιγνώσκω	794	1.500
βωμός	793	1.498
πολιορκέω	793	1.498
ἐνθάδε	792	1.496
ψηφίζω	790	1.492
σῖτος	789	1.491
βιάζω	788	1.489
χείρων	786	1.485
συντίθημι	785	1.483
Ἡρώδης	782	1.477
ὁπλίτης	781	1.475
συγγενής	781	1.475
πλευρά	779	1.472
νέμω	778	1.470
πιστός2	778	1.470
παρίστημι	775	1.464
οἴχομαι	774	1.462
ὠφελέω	774	1.462
συμβάλλω	772	1.458
ἔρως	772	1.458
διότι	772	1.458
Τρώς	771	1.457
οἶνος	771	1.457
Ἰταλία	771	1.457
βλάπτω	770	1.455
προσέχω	770	1.455
ψήφισμα	768	1.451
Ἀντίοχος	766	1.447
γέρων	766	1.447
ἑπτά	764	1.443
μά	764	1.443
λευκός	764	1.443
σύμπας	763	1.441
ἀθάνατος	763	1.441
μείς	763	1.441
τέλειος	762	1.440
ἡσσάομαι	761	1.438
δημόσιος	760	1.436
ἀκριβής	759	1.434
τέταρτος	757	1.430
ἐκκλησία	755	1.426
ἄστυ	755	1.426
ἐκεῖθεν	755	1.426
ἀναβαίνω	750	1.417
λιμήν	748	1.413
ὁμοῦ	746	1.409
ὄμνυμι	744	1.406
γάμος	743	1.404
διάνοια	743	1.404
μέτριος	743	1.404
πλοῦτος	741	1.400
ἀνέχω	740	1.398
ἀνάγω	740	1.398
πολιτικός	740	1.398
ὁστισοῦν	739	1.396
φθάνω	738	1.394
εὔχομαι	736	1.390
ὕλη	736	1.390
Πομπήιος	735	1.389
παρασκευή	735	1.389
κύων	734	1.387
Ἠλεῖος	733	1.385
χαρίζω	731	1.381
πρόθυμος	730	1.379
ῥέω	729	1.377
Πελοπόννησος	728	1.375
Ἀχιλλεύς	728	1.375
ἐλπίζω	725	1.370
δῶρον	725	1.370
χθών	725	1.370
θεωρέω	724	1.368
ἄναξ	723	1.366
χειμών	723	1.366
προσφέρω	722	1.364
ἀνατίθημι	722	1.364
φυγή	722	1.364
θυσία	722	1.364
δῶμα	721	1.362
ἀπορέω2	714	1.349
κόρη	714	1.349
δεξιός	711	1.343
ψεύδω	711	1.343
ἐλευθερία	710	1.341
τελέω	709	1.339
δῆτα	709	1.339
Μεσσήνιος	708	1.338
ἄκρος	707	1.336
δαίμων	706	1.334
ἐπέρχομαι	705	1.332
ἔσχατος	704	1.330
πλοῖον	700	1.322
πεντήκοντα	700	1.322
ἐκπίπτω	700	1.322
ἐρῆμος	699	1.321
ἀπολύω	698	1.319
κρίσις	698	1.319
καταλύω	697	1.317
ἐπιθυμία	695	1.313
ὑπισχνέομαι	695	1.313
χρηστός	695	1.313
συνθήκη	694	1.311
ὁποῖος	690	1.304
αὐξάνω	689	1.302
στάσις	688	1.300
ἐξουσία	686	1.296
μοῖρα	686	1.296
γαμέω	685	1.294
λαμπρός	684	1.292
ἀπορία	684	1.292
πρόσω	684	1.292
θηρίον	684	1.292
κάτω	682	1.288
εὐθεῖα	681	1.287
Βοιωτός	680	1.285
ἀγωνίζομαι	680	1.285
προσέρχομαι	679	1.283
διαλύω	679	1.283
ὀφείλω	679	1.283
παντάπασι	678	1.281
ἔρομαι	678	1.281
τιμωρία	676	1.277
ψευδής	675	1.275
τάχα	672	1.270
ἐράω	672	1.270
διαβαίνω	671	1.268
μέλας	671	1.268
ἐσθίω	670	1.266
μεταβάλλω	668	1.262
Αἰτωλός	664	1.254
προάγω	662	1.251
ὄχλος	661	1.249
ἡγεμονία	661	1.249
δήπου	660	1.247
εἴσω	659	1.245
ἀπαγγέλλω	658	1.243
Ὅμηρος	657	1.241
Κορίνθιος	657	1.241
ἀδελφή	654	1.236
βαρύς	654	1.236
δικαστήριον	654	1.236
ἑξῆς	653	1.234
τεσσαράκοντα	651	1.230
ἰατρός	649	1.226
Ἱεροσόλυμα	647	1.222
ὕβρις	646	1.220
ἥκιστος	646	1.220
πρόγονος	645	1.219
δικαιοσύνη	644	1.217
σοφία	641	1.211
παραπλήσιος	641	1.211
ἕλκω	641	1.211
λαγχάνω	639	1.207
ἅτε	637	1.203
ἐκτός	636	1.202
πρέπω	635	1.200
δέω	634	1.198
τηλικοῦτος	634	1.198
ὅρος	633	1.196
ἔθος	632	1.194
κύριος2	631	1.192
εὐδαίμων	631	1.192
μισέω	630	1.190
ἔμπροσθεν	630	1.190
σπεύδω	627	1.185
Ἄργος	626	1.183
κολάζω	626	1.183
μεταβολή	625	1.181
ἐνιαυτός	624	1.179
πέτρα	623	1.177
θύρα	623	1.177
πρόφασις	622	1.175
ἱκνέομαι	622	1.175
γραφή	621	1.173
γεννάω	621	1.173
ἀναχωρέω	620	1.171
ἐνδέχομαι	620	1.171
ὕπατος	619	1.169
βασιλικός	617	1.166
χρυσός	616	1.164
μαρτυρία	616	1.164
ἀπάγω	615	1.162
ἄρτι	615	1.162
Σκύθης	615	1.162
στόλος	615	1.162
νοέω	614	1.160
διατίθημι	613	1.158
προσπίπτω	613	1.158
ναυτικός	613	1.158
ποῦ	612	1.156
θεά	609	1.151
λύπη	608	1.149
εἰσάγω	607	1.147
Ἀννίβας	607	1.147
λυπέω	606	1.145
καταφρονέω	605	1.143
μέλω	604	1.141
ξύλον	604	1.141
Ἀρκάς	604	1.141
βροτός	604	1.141
αʹ	604	1.141
προαίρεσις	603	1.139
Ἕκτωρ	603	1.139
δωρεά	602	1.137
σπουδάζω	602	1.137
κάθημαι	601	1.135
ἀθροίζω	601	1.135
διάκειμαι	601	1.135
θάπτω	600	1.134
ὁρμή	600	1.134
σύνειμι	600	1.134
μισθός	599	1.132
πω	598	1.130
ἐπίπεδος	597	1.128
θεραπεύω	597	1.128
Ποσειδῶν	596	1.126
γένεσις	596	1.126
ἄπειρος	596	1.126
λογίζομαι	595	1.124
ἐπιστολή	595	1.124
ἄγγελος	595	1.124
ἐξαπατάω	594	1.122
ἠώς	593	1.120
ἀμφισβητέω	592	1.118
πρόσωπον	592	1.118
Θῆβαι	592	1.118
διανοέομαι	591	1.117
πληρόω	590	1.115
γενναῖος	590	1.115
μνήμη	588	1.111
κώμη	588	1.111
Δελφοί	588	1.111
συνέρχομαι	588	1.111
θερμός	588	1.111
καταβαίνω	587	1.109
στρατεία	587	1.109
πολιορκία	586	1.107
χάλκεος	586	1.107
ἐπάγω	584	1.103
Ἀλκιβιάδης	584	1.103
κίνησις	584	1.103
ἀνδρεία	583	1.101
τριακόσιοι	583	1.101
ἰδιώτης	581	1.098
πρόσειμι2	580	1.096
αἰχμάλωτος	580	1.096
ὁρίζω	580	1.096
λίμνη	580	1.096
τιμωρέω	579	1.094
πώποτε	577	1.090
Δαρεῖος	577	1.090
παραγγέλλω	576	1.088
ἦθος	576	1.088
πατρῷος	575	1.086
τελευτή	574	1.084
συλλαμβάνω	574	1.084
διαφεύγω	574	1.084
παραχρῆμα	574	1.084
ἀκολουθέω	573	1.083
παιδίον	572	1.081
πλούσιος	571	1.079
συλλέγω	570	1.077
πύργος	569	1.075
στερεός	568	1.073
καρπός	568	1.073
τυραννίς	568	1.073
διαφορά	567	1.071
κατοικέω	567	1.071
ἐκλείπω	564	1.066
ἀντιλέγω	564	1.066
Φωκεύς	562	1.062
φάρμακον	562	1.062
τελευταῖος	562	1.062
ἀσθενής	562	1.062
ἀπαντάω	561	1.060
μυριάς	561	1.060
ἐπιβουλεύω	561	1.060
ὄλλυμι	560	1.058
θαυμαστός	560	1.058
ὑβρίζω	560	1.058
γλῶσσα	560	1.058
νυνί	559	1.056
Συρία	559	1.056
ἀσπίς	559	1.056
ὕπνος	559	1.056
δίς	559	1.056
τάφος	559	1.056
δικάζω	558	1.054
εἴωθα	558	1.054
πάτριος	557	1.052
εἰσφέρω	556	1.050
σώφρων	556	1.050
φιλόσοφος	555	1.049
Πτολεμαῖος	555	1.049
φάος	555	1.049
Λιβύη	555	1.049
δημοκρατία	555	1.049
ὄμμα	554	1.047
σφέτερος	554	1.047
οὔπω	553	1.045
ᾍδης	553	1.045
εἴσειμι	552	1.043
διατρίβω	552	1.043
Ἄρτεμις	552	1.043
ἡσυχία	552	1.043
βέλος	549	1.037
καθαρός	548	1.035
Διονύσιος	547	1.033
μύριοι	546	1.032
κράτος	542	1.024
ὑπερβάλλω	542	1.024
Πελοποννήσιος	542	1.024
ἐπέχω	541	1.022
θνητός	539	1.018
ἐπιμέλεια	537	1.015
ἅρμα	536	1.013
βέβαιος	536	1.013
σάρξ	536	1.013
καθόλου	536	1.013
ἐπανέρχομαι	535	1.011
Ἥρα	535	1.011
παιδεύω	534	1.009
νιν	534	1.009
νομοθέτης	533	1.007
κάμνω	533	1.007
ἀείδω	533	1.007
εἰκών	533	1.007
Δημοσθένης	532	1.005
πεντακόσιοι	532	1.005
ἀγαπάω	532	1.005
ἀσύμμετρος	532	1.005
κῆρυξ	532	1.005
σπονδή	531	1.003
ἀθρόος	531	1.003
συνάπτω	531	1.003
ἥμισυς	530	1.001
δυώδεκα	529	0.999
φυλή	529	0.999
διακόσιοι	529	0.999
μεταπέμπω	529	0.999
παρθένος	528	0.998
ἄκων2	528	0.998
προέρχομαι	528	0.998
φύλαξ	527	0.996
διαπράσσω	524	0.990
αἴσθησις	524	0.990
ἄνεμος	524	0.990
ὡσαύτως	522	0.986
οἰκέτης	520	0.982
Γάϊος	519	0.980
ἀρκέω	519	0.980
ἐπιβάλλω	518	0.979
κέρας	518	0.979
ὑπερβολή	517	0.977
λίαν	516	0.975
ἐγείρω	515	0.973
ἀπολαμβάνω	515	0.973
αἰσχύνω	514	0.971
ἀρχιερεύς	514	0.971
ἁρμόζω	513	0.969
προτίθημι	511	0.965
κόλπος	511	0.965
Μῆδος	511	0.965
χαλκός	511	0.965
προσάγω	511	0.965
κοινωνέω	510	0.963
τηρέω	510	0.963
πρεσβευτής	509	0.962
μαθητής	508	0.960
Λακεδαίμων	507	0.958
προαιρέω	507	0.958
ἤπειρος	506	0.956
